Mes,TemperaturaPromedio (°C),Precipitación (mm),IncidenciaPlaga
2022-09,26.2,161.9,9
2024-02,15.63,27.0,0
2024-03,21.39,15.2,6
2021-01,16.7,64.5,0
2024-12,18.04,31.0,2
2021-08,26.58,163.0,11
2024-11,19.31,42.7,4
2021-11,20.14,54.9,5
2019-10,23.78,80.7,8
2024-04,25.08,34.7,4
2019-03,18.79,18.0,2
2024-05,25.77,108.3,8
2019-04,25.97,58.4,12
2020-06,25.79,131.7,13
2023-03,21.97,0.0,0
2025-08,28.6,153.4,6
2021-11,19.6,81.0,1
2019-11,17.96,89.0,4
2020-08,29.12,170.3,11
2025-04,22.9,59.9,6
2024-02,23.04,31.1,5
2019-09,24.46,155.9,9
2021-09,26.36,148.4,4
2020-11,21.79,68.8,2
2020-03,18.17,17.8,1
2024-12,18.14,20.1,2
2023-04,24.21,0.0,9
2020-04,26.53,40.6,6
2023-07,24.18,174.5,7
2021-11,22.27,79.9,5
2019-06,28.81,151.5,13
2022-02,15.38,27.9,0
2020-04,24.2,46.0,3
2020-09,26.48,158.6,10
2025-02,17.74,4.7,2
2023-12,19.04,53.3,6
2019-12,20.11,43.8,0
2024-12,21.8,18.1,6
2023-01,19.25,0.0,2
2025-02,18.85,34.7,0
2024-03,24.06,39.2,4
2021-05,25.43,53.5,4
2022-09,24.24,150.7,4
2022-09,24.22,136.2,7
2024-01,16.68,32.7,0
2020-09,26.21,145.0,2
2021-04,21.32,43.3,5
2020-09,26.76,126.6,8
2021-01,16.69,8.1,0
2020-02,14.9,14.1,0
2019-04,25.05,37.6,7
2025-07,25.27,186.4,6
2019-07,25.38,158.9,9
2025-03,24.78,16.7,4
2019-01,16.32,30.2,1
2024-06,26.78,144.4,4
2021-04,25.93,45.4,1
2022-08,26.68,153.8,9
2020-12,14.57,38.9,0
2022-06,28.82,163.7,10
2022-02,17.76,38.5,0
2022-09,25.13,148.0,4
2021-10,21.72,75.2,2
2022-10,25.59,67.3,8
2024-10,23.86,89.8,6
2022-01,18.58,49.7,4
2021-07,23.61,166.8,5
2019-12,23.22,46.5,1
2021-07,27.3,195.0,6
2019-11,19.67,73.2,5
2020-04,21.3,4.6,1
2025-08,24.95,135.9,4
2019-08,27.8,141.4,15
2022-05,29.42,32.0,11
2024-11,18.34,79.5,2
2025-09,26.52,133.2,5
2020-01,17.59,22.1,0
2020-02,20.38,0.0,1
2021-08,26.43,175.3,12
2022-11,21.52,48.8,2
2025-09,24.91,147.2,7
2020-06,30.49,116.3,14
2020-02,20.18,20.2,3
2020-10,24.8,95.7,8
2025-02,18.8,48.4,4
2019-03,25.29,15.0,6
2021-08,25.92,144.1,4
2019-10,23.13,67.0,2
2020-02,20.56,32.0,0
2025-06,25.74,164.4,10
2019-01,17.54,48.2,0
2021-04,20.97,41.4,2
2025-05,23.44,55.1,4
2023-04,25.34,6.1,7
2019-07,28.38,190.9,11
2022-04,26.7,4.9,5
2025-10,23.54,62.3,6
2021-10,23.02,70.8,3
2022-09,25.37,147.2,4
2022-09,22.61,131.9,6
2023-08,26.99,177.4,8
2020-04,22.63,61.5,3
2024-11,21.77,59.0,4
2025-12,18.3,28.6,2
2019-12,21.29,13.8,0
2024-09,25.16,143.0,10
2024-09,21.77,134.8,4
2024-03,19.02,38.1,2
2021-08,28.79,205.7,10
2022-04,22.06,23.5,1
2024-11,19.6,66.8,1
2020-01,19.11,8.8,1
2024-10,20.98,97.5,8
2025-06,29.88,133.3,9
2023-10,23.59,87.6,9
2021-05,23.31,45.4,6
2022-11,17.85,41.0,2
2019-05,23.99,29.3,2
2025-07,28.2,191.5,12
2021-05,24.07,35.6,6
2019-05,25.51,70.8,2
2024-07,23.81,198.0,4
2023-08,28.42,207.4,11
2023-05,24.45,21.6,5
2019-05,26.76,54.2,9
2024-04,25.93,31.7,5
2023-06,24.38,170.3,6
2024-07,28.03,145.3,12
2024-10,25.47,67.5,8
2020-06,27.95,137.6,4
2020-06,27.93,134.6,7
2025-06,23.64,141.0,5
2022-09,23.82,140.0,4
2022-01,16.96,39.4,0
2021-01,17.05,27.8,1
2023-06,29.09,153.4,8
2024-04,25.04,67.5,4
2019-01,21.39,57.1,4
2022-11,17.25,55.9,6
2025-12,20.75,28.3,2
2020-12,16.78,24.7,0
2020-12,16.47,57.9,0
2025-02,18.28,25.0,1
2019-06,29.81,137.4,14
2021-10,24.52,105.2,8
2022-03,22.11,50.0,3
2024-08,24.92,194.5,2
2019-11,18.15,8.8,0
2022-01,20.22,14.3,2
2020-01,22.19,27.2,0
2024-07,25.25,166.9,5
2023-06,27.46,127.5,11
2022-06,26.05,136.0,10
2021-10,22.67,115.7,6
2020-01,20.29,37.8,4
2025-06,26.29,146.4,13
2023-07,25.45,168.5,11
2021-03,19.78,24.0,3
2021-11,23.29,25.6,5
2024-01,20.37,5.6,1
2024-01,14.03,8.6,0
2022-03,20.76,4.9,1
2021-02,17.04,8.3,0
2023-08,30.9,144.2,13
2023-08,22.17,166.7,5
2023-03,22.9,25.5,4
2019-07,27.67,189.6,10
2022-04,23.1,60.1,3
2023-04,24.54,29.7,7
2025-08,30.62,173.0,12
2022-09,24.47,135.7,11
2021-05,28.28,91.4,8
2022-11,17.35,31.1,1
2020-03,21.99,24.8,6
2019-08,27.12,158.2,11
2023-09,25.78,162.0,3
2025-11,18.42,62.1,3
2024-12,24.36,60.2,12
2023-02,21.49,33.9,0
2019-04,23.66,30.6,3
2025-11,15.7,65.6,1
2022-02,20.3,48.4,7
2021-01,18.04,49.3,0
2025-03,23.68,26.8,9
2024-03,20.37,37.2,4
2024-03,21.64,31.6,3
2020-12,18.02,35.6,0
2025-12,18.41,25.7,0
2022-03,22.86,0.0,0
2022-09,23.72,121.9,7
2024-04,26.01,66.4,7
2023-08,28.17,199.5,11
2020-03,23.7,35.8,6
2021-02,18.48,41.0,0
2021-07,27.6,163.0,16
2025-08,28.12,208.4,11
2024-01,18.76,21.2,2
2021-07,28.2,203.6,7
2024-02,14.96,21.5,0
2024-03,19.26,55.5,3
2021-10,21.38,73.2,6
2021-10,25.33,111.0,4
2025-04,23.88,19.6,2
2022-12,15.52,0.0,1
2020-01,16.52,72.7,4
2024-01,19.38,30.6,1
2023-02,18.15,39.1,0
2022-07,23.96,181.8,5
2024-01,19.17,0.0,1
2025-05,19.25,54.8,2
2021-04,21.59,64.9,2
2021-12,17.58,68.1,1
2020-04,23.91,46.9,5
2023-07,26.77,151.6,14
2021-10,22.46,70.5,3
2021-05,26.69,50.6,7
2023-11,20.19,89.9,3
2021-11,17.67,60.7,2
2022-04,20.97,28.0,3
2022-01,18.2,7.9,0
2020-10,25.8,101.5,9
2019-11,22.12,79.5,3
2024-10,24.36,52.8,1
2019-08,22.17,191.7,10
2021-04,24.28,52.3,7
2023-09,23.1,156.2,6
2019-12,20.7,52.9,0
2023-08,27.46,207.1,9
2024-02,13.76,24.3,0
2023-08,27.1,178.0,8
2021-02,18.49,24.3,0
2019-02,16.7,36.3,0
2025-03,22.77,5.1,1
2021-04,26.73,41.2,7
2024-08,29.26,176.7,9
2020-05,28.0,64.8,10
2020-02,20.87,17.1,2
2024-06,31.62,153.0,14
2025-07,25.0,177.8,16
2025-01,19.57,56.1,3
2024-04,23.87,34.9,9
2020-09,22.21,180.0,5
2025-05,28.84,78.9,11
2023-09,26.29,125.8,9
2020-03,19.26,0.0,0
2019-11,18.34,45.8,0
2025-02,21.57,0.0,2
2020-12,21.91,12.7,4
2024-05,25.87,85.1,6
2019-12,17.49,28.4,1
2020-12,20.58,42.2,5
2020-12,16.01,52.8,1
2020-12,22.61,66.9,2
2023-09,25.88,114.8,9
2025-05,26.46,44.4,7
2025-05,24.56,78.3,7
2024-03,17.5,65.8,3
2020-06,24.37,176.2,6
2025-09,24.85,178.5,6
2022-10,24.6,79.3,5
2022-10,25.81,78.5,5
2023-11,20.77,50.5,2
2024-05,28.73,77.6,5
2025-09,24.13,167.7,6
2023-01,18.73,0.0,0
2023-04,24.98,45.8,8
2024-03,21.15,52.3,0
2020-10,22.04,95.9,2
2021-02,21.49,43.2,6
2023-05,25.33,28.7,4
2019-06,25.66,158.9,8
2021-03,24.04,29.5,3
2024-01,16.0,52.9,1
2025-10,23.48,57.8,3
2022-08,28.65,125.5,11
2021-10,23.03,84.6,7
2022-01,18.86,52.9,1
2023-10,23.26,75.9,6
2022-10,22.63,40.5,3
2019-02,17.19,41.0,2
2022-10,22.08,97.3,4
2021-10,22.04,79.1,6
2023-11,22.86,48.3,4
2025-02,20.42,18.1,4
2025-09,25.87,165.8,5
2023-04,25.44,20.9,3
2021-07,30.47,180.3,15
2022-02,18.4,39.2,1
2020-03,20.35,2.3,2
2025-07,25.01,171.5,4
2024-12,17.53,22.1,1
2024-12,22.27,53.5,4
2021-04,25.68,34.4,10
2021-04,23.34,0.0,4
2024-12,18.01,79.2,0
2022-10,22.57,47.5,5
2023-12,20.19,34.5,1
2022-06,30.28,150.6,7
2022-02,17.71,23.0,1
2023-06,29.59,156.2,11
2024-09,27.93,134.3,7
2021-05,27.08,31.9,4
2024-08,24.92,194.8,12
2020-09,24.87,143.7,5
2021-10,24.15,116.8,2
2025-05,27.7,40.1,3
2025-09,23.28,145.8,13
2025-06,28.54,150.1,10
2021-03,21.99,21.0,4
2024-11,17.76,57.3,5
2025-07,24.25,172.4,13
2025-11,21.12,66.3,5
2019-02,17.38,37.8,1
2024-03,22.78,23.8,3
2025-12,16.22,18.6,1
2024-05,31.36,69.2,14
2020-08,28.09,159.4,8
2024-05,25.06,67.8,7
2019-09,28.84,138.7,10
2022-05,28.02,95.9,9
2023-05,23.88,64.4,6
2022-03,24.71,4.8,5
2023-11,16.23,59.5,0
2020-09,23.18,160.1,4
2023-03,23.28,19.9,2
2023-07,28.38,239.4,11
2023-06,26.37,145.9,3
2021-01,19.29,28.5,3
2021-02,18.72,0.0,0
2020-10,23.93,80.4,6
2022-03,17.74,39.1,1
2023-02,20.04,9.5,1
2021-07,26.52,170.2,8
2021-11,21.74,0.0,3
2021-01,19.98,66.2,3
2020-07,28.09,204.7,21
2023-08,26.6,192.4,10
2024-09,24.19,124.1,10
2021-01,17.53,47.5,4
2025-01,15.41,36.6,1
2022-12,20.9,29.3,2
2020-03,18.98,29.2,0
2021-07,27.37,146.8,8
2019-01,21.13,9.9,4
2019-04,26.66,70.7,4
2021-05,28.12,57.8,8
2022-03,16.1,18.5,1
2024-07,30.65,200.7,6
2019-12,16.62,40.7,3
2024-11,19.46,29.5,5
2020-08,26.86,172.3,8
2019-12,18.72,35.0,3
2023-11,24.53,49.0,1
2024-06,26.4,137.4,12
2023-03,19.88,0.0,2
2019-10,23.45,107.0,7
2019-10,22.08,73.1,4
2021-09,24.3,149.8,4
2022-02,15.84,47.1,0
2025-12,16.27,62.7,0
2021-01,17.25,8.3,0
2020-05,23.49,91.9,6
2025-08,25.61,166.8,7
2020-01,20.79,63.2,3
2019-03,20.8,24.2,2
2021-12,16.78,18.5,0
2021-10,22.87,63.5,4
2023-05,26.94,53.4,2
2025-02,19.14,18.5,1
2025-07,29.36,189.2,11
2021-01,17.05,80.2,2
2025-11,17.24,45.5,1
2023-06,27.3,140.8,10
2019-06,26.59,162.5,9
2025-07,31.84,192.1,13
2019-12,19.26,52.9,2
2023-02,19.79,59.2,2
2024-07,26.84,175.7,16
2020-09,23.65,120.0,8
2020-11,22.05,57.0,6
2022-04,23.46,39.9,7
2025-03,21.19,18.8,1
2020-07,25.01,191.6,9
2023-08,29.38,140.0,6
2022-03,17.66,11.0,0
2019-10,19.4,71.1,3
2023-12,20.99,33.6,7
2024-10,25.1,101.1,5
2023-01,19.37,51.2,3
2020-03,19.78,6.7,2
2020-02,15.98,37.6,0
2021-12,18.21,35.6,2
2022-07,27.05,177.5,8
2022-11,14.53,81.5,2
2020-09,26.06,127.3,3
2022-07,28.24,194.8,9
2021-01,17.43,46.6,3
2023-10,20.74,86.9,2
2024-07,25.17,174.7,5
2023-07,27.22,152.7,11
2019-01,17.94,27.6,2
2025-12,17.68,5.3,0
2019-02,20.89,23.8,4
2025-12,18.03,22.7,0
2019-03,22.56,39.5,2
2022-08,29.81,164.4,9
2019-09,20.73,143.0,5
2019-08,26.52,176.8,10
2023-10,18.31,67.3,1
2024-02,21.99,3.4,5
2019-10,24.0,59.3,3
2025-11,19.56,32.4,2
2021-03,20.11,25.6,1
2021-03,20.17,25.9,0
2021-01,19.3,32.8,1
2022-03,18.77,16.9,4
2020-03,22.52,16.5,4
2021-12,22.91,64.4,8
2020-06,28.94,152.8,16
2019-05,25.05,68.2,5
2021-07,26.35,177.8,9
2023-09,25.52,149.7,11
2024-05,27.0,41.4,6
2021-06,27.22,166.7,7
2021-04,23.23,39.6,8
2024-07,28.27,165.9,7
2023-10,25.48,112.5,6
2024-10,23.54,58.3,2
2025-05,24.57,58.5,7
2024-09,26.22,184.2,10
2025-07,24.17,189.9,7
2021-11,16.96,50.6,1
2021-10,23.08,65.9,5
2021-04,22.58,25.7,4
2020-08,26.02,172.8,12
2024-03,21.38,32.9,10
2024-01,21.87,0.0,2
2024-08,28.14,164.7,8
2020-03,17.36,3.9,1
2022-06,26.8,159.4,6
2020-07,28.72,186.4,6
2025-04,27.48,21.6,8
2020-11,22.16,80.7,5
2020-01,19.37,0.0,1
2022-12,17.15,33.7,1
2025-02,20.77,35.3,3
2025-05,28.65,22.5,7
2019-09,23.33,108.2,3
2021-04,24.48,29.9,6
2020-01,16.03,30.7,0
2021-02,16.88,17.7,2
2022-09,24.5,145.4,4
2020-12,14.85,21.0,0
2019-06,26.87,164.9,10
2022-07,28.54,202.3,10
2019-05,27.64,17.9,5
2020-08,27.16,191.7,13
2019-01,20.07,17.3,2
2019-08,26.33,179.3,7
2022-01,17.24,11.5,0
2024-12,19.4,52.8,3
2024-06,28.47,162.0,8
2019-09,22.87,151.2,7
2019-03,24.65,29.8,2
2021-05,26.93,31.7,7
2023-07,27.46,163.0,10
2024-03,25.09,13.9,3
2024-10,25.96,79.9,13
2021-05,25.53,38.7,5
2020-03,23.1,21.8,2
2019-03,24.59,21.1,4
2020-01,20.06,51.3,2
2019-06,25.31,158.4,3
2025-01,21.37,44.8,4
2020-11,22.51,73.6,7
2024-10,23.09,42.2,4
2022-11,23.43,42.4,7
2022-10,18.47,78.8,3
2022-03,22.18,38.9,5
2024-09,29.06,158.6,10
2019-04,27.26,26.9,7
2019-08,22.5,161.0,5
2021-12,15.01,46.6,1
2021-10,22.71,67.5,1
2022-10,21.82,62.8,5
2024-02,19.52,37.8,0
2023-02,18.02,0.0,0
2020-10,22.42,100.7,5
2021-04,25.93,16.5,5
2024-04,26.19,95.2,6
2020-05,25.66,42.4,4
2022-07,23.49,200.5,4
2022-10,22.85,76.2,1
2024-04,22.51,38.8,5
2024-01,13.57,55.0,0
2022-04,26.15,13.4,6
2021-02,19.36,56.8,2
2021-07,29.2,172.1,12
2021-11,24.78,69.0,11
2020-07,24.84,170.4,9
2023-05,24.37,76.6,6
2020-06,31.31,116.3,15
2023-07,28.96,185.1,14
2024-04,21.6,18.9,4
2025-09,24.72,150.6,7
2019-10,21.62,100.0,4
2024-04,22.57,74.2,5
2019-08,28.36,155.0,11
2021-05,28.12,72.3,8
2020-03,21.12,9.4,4
2020-02,17.47,29.8,3
2020-03,18.3,35.4,0
2019-04,20.95,76.7,2
2024-10,24.37,90.1,7
2019-06,26.66,127.3,8
2021-10,23.56,40.3,3
2023-11,17.33,50.1,1
2025-12,16.87,69.9,1
2024-12,18.68,24.0,2
2019-12,19.21,23.5,0
2025-11,19.78,47.4,3
2023-07,28.17,182.7,5
2020-04,25.9,37.8,7
2022-02,20.38,61.2,2
2025-06,26.45,115.4,9
2021-10,26.92,78.3,9
2020-04,24.62,55.9,8
2025-02,21.17,43.5,1
2025-09,26.72,119.4,8
2025-10,21.89,74.2,6
2025-09,22.96,176.1,11
2025-02,16.84,10.5,0
2022-03,19.13,28.7,2
2020-05,23.09,29.2,3
2023-04,19.53,51.5,3
2020-07,26.05,183.3,11
2022-04,25.47,58.7,3
2023-08,25.78,163.0,9
2025-08,26.32,151.8,10
2021-01,18.45,21.2,1
2020-10,23.35,59.2,8
2024-02,20.24,19.3,2
2019-01,16.92,0.0,1
2022-12,15.93,27.2,1
2024-03,21.91,34.2,1
2022-11,21.28,38.7,4
2021-09,26.95,120.3,2
2024-10,26.7,79.4,2
2021-08,22.26,158.6,5
2023-12,18.33,38.4,1
2022-03,22.25,4.8,4
2019-03,21.23,18.8,0
2022-09,29.39,149.6,13
2019-05,25.92,65.3,8
2025-07,23.74,178.0,12
2023-03,21.18,35.4,1
2021-08,26.29,158.9,6
2022-05,24.81,51.4,7
2023-05,28.55,49.2,10
2020-10,20.63,82.2,2
2021-01,17.01,42.4,2
2021-12,18.48,41.8,2
2020-10,25.13,80.6,4
2024-04,23.38,19.2,2
2019-09,24.44,134.1,4
2024-10,23.6,79.3,6
2021-06,27.07,128.0,7
2022-12,18.58,45.3,1
2020-02,19.76,59.8,1
2021-09,27.54,133.3,13
2024-04,19.04,24.5,2
2020-11,17.96,49.8,2
2019-12,16.78,49.2,0
2022-08,27.39,116.9,8
2020-02,21.15,13.1,4
2021-03,21.48,24.6,2
2022-02,21.32,37.1,0
2022-12,13.15,37.7,1
2023-06,26.9,174.3,8
2023-09,25.24,156.7,8
2024-11,20.99,81.6,2
2019-06,24.38,165.4,3
2021-07,26.71,172.3,13
2019-01,16.86,43.0,0
2019-01,17.01,48.1,0
2020-06,28.13,165.3,5
2023-03,20.79,57.6,3
2025-04,24.12,0.0,4
2024-05,24.17,65.2,3
2023-07,29.2,162.1,10
2024-06,28.69,178.0,7
2020-03,18.61,22.1,2
2024-11,19.28,55.6,1
2025-03,18.59,40.3,4
2019-08,21.94,157.7,4
2022-04,24.83,48.4,1
2024-10,20.65,79.4,7
2022-04,20.95,47.4,2
2024-11,21.77,51.2,3
2025-07,25.57,165.2,15
2022-04,21.1,14.0,1
2019-05,24.84,37.4,5
2021-05,23.44,83.3,2
2020-07,27.84,159.0,9
2022-04,24.88,22.9,6
2023-02,17.53,39.9,1
2022-03,20.38,37.0,2
2020-05,25.13,82.1,0
2021-02,18.14,40.0,1
2023-10,22.25,116.6,9
2019-03,22.0,18.9,2
2020-06,26.23,149.4,2
2025-03,20.16,30.9,3
2019-09,23.17,151.4,7
2021-11,16.95,46.1,1
2020-06,27.36,148.9,6
2019-09,23.95,159.9,4
2021-12,15.3,50.8,0
2022-08,24.21,156.4,9
2020-03,17.65,41.1,0
2019-07,28.49,164.7,12
2019-12,16.71,68.8,0
2023-07,25.1,201.1,12
2025-01,20.41,32.0,5
2020-04,25.05,36.2,8
2021-03,23.0,47.7,1
2021-05,25.88,53.5,6
2021-07,27.81,204.1,11
2020-09,25.59,137.7,4
2019-05,24.77,77.0,6
2022-09,27.25,147.8,8
2021-07,29.66,179.2,9
2021-05,25.39,76.1,6
2020-11,19.93,60.0,0
2025-07,28.68,182.9,8
2023-04,25.14,37.1,3
2021-12,22.12,67.0,4
2020-06,31.25,141.7,12
2024-08,28.87,144.0,10
2025-03,18.92,43.2,1
2019-03,21.72,22.3,6
2025-07,23.55,173.7,9
2023-11,20.67,21.5,2
2019-09,26.98,120.1,11
2024-04,25.37,26.9,4
2019-10,20.9,64.3,7
2019-05,24.7,38.0,3
2019-10,24.97,105.6,10
2022-03,19.01,35.5,1
2023-05,23.42,49.5,4
2021-11,22.79,22.6,3
2019-11,20.57,39.2,4
2020-05,27.51,40.4,4
2024-12,18.54,52.4,0
2025-09,25.25,112.7,6
2024-04,26.49,0.0,6
2019-09,24.51,140.9,3
2024-09,26.71,134.1,14
2023-11,22.98,74.8,5
2022-09,22.07,133.1,1
2020-01,15.86,36.0,0
2025-12,17.0,14.7,0
2022-02,18.9,22.4,2
2019-04,23.88,31.2,4
2020-06,30.18,147.1,17
2021-10,22.61,106.7,3
2019-06,25.61,184.6,5
2021-04,24.53,19.4,3
2022-04,23.5,36.0,4
2025-08,23.6,153.8,7
2019-08,27.65,146.3,14
2023-01,17.62,16.7,0
2025-05,28.74,79.1,10
2024-08,23.37,161.9,4
2025-06,25.29,157.9,3
2020-03,23.32,29.8,6
2024-08,24.73,165.1,8
2025-11,17.29,101.8,2
2021-04,23.82,33.4,1
2022-06,27.36,123.6,11
2022-09,26.48,113.3,7
2022-06,28.52,146.0,9
2021-01,15.47,48.1,0
2025-10,22.92,107.7,0
2025-09,23.2,158.5,4
2021-08,25.67,179.4,11
2024-08,24.68,160.3,11
2021-10,22.41,92.3,1
2024-07,30.03,185.8,8
2023-02,19.17,32.2,2
2022-04,27.51,56.2,6
2019-11,21.88,42.2,6
2023-07,28.36,187.4,12
2021-03,18.86,18.4,0
2020-07,24.57,191.8,6
2020-05,24.8,59.6,8
2025-11,19.64,83.2,4
2019-09,26.03,127.8,10
2024-08,25.42,168.0,8
2025-01,17.72,17.1,0
2019-03,22.33,39.7,3
2023-02,16.41,52.2,1
2023-01,18.55,34.2,0
2021-07,27.82,200.7,11
2023-09,24.66,182.2,7
2021-11,22.13,47.0,4
2022-01,19.96,55.3,3
2022-01,18.36,12.8,1
2024-08,25.46,159.3,6
2023-06,29.45,160.9,10
2021-08,23.57,165.7,3
2025-06,24.22,144.5,8
2024-08,30.19,173.0,10
2025-07,28.31,198.9,6
2024-02,18.65,39.0,0
2021-09,26.96,151.1,5
2024-05,29.68,41.6,7
2021-04,23.58,48.9,9
2020-11,16.05,51.9,0
2022-02,20.93,0.0,3
2025-10,19.06,88.9,4
2022-12,19.92,27.3,2
2021-09,25.14,155.3,11
2022-03,18.97,25.3,2
2021-01,18.34,0.0,1
2023-08,26.62,176.4,8
2021-06,26.21,167.0,4
2022-11,20.48,72.9,3
2021-08,26.09,187.1,13
2021-03,21.14,24.4,5
2025-10,20.93,69.3,7
2021-06,31.2,156.7,11
2019-06,27.91,135.5,10
2021-08,29.07,151.8,8
2022-09,23.3,179.0,8
2019-08,26.43,164.6,6
2021-02,18.59,34.1,0
2020-02,23.03,9.5,4
2022-07,24.11,203.2,5
2024-01,19.04,4.9,0
2025-10,24.1,77.2,6
2021-09,22.61,94.7,5
2025-01,16.34,33.7,0
2020-07,26.31,179.8,14
2024-06,26.36,155.9,4
2022-12,21.4,55.4,2
2024-04,25.36,31.3,4
2024-04,24.09,31.4,3
2022-09,23.93,138.2,9
2020-10,18.54,65.8,1
2022-09,25.07,99.0,6
2024-10,22.07,88.3,5
2025-10,22.51,72.7,7
2025-06,23.02,121.8,6
2020-04,24.68,37.9,0
2023-03,20.7,42.3,1
2019-09,25.63,167.0,8
2023-09,24.88,124.5,8
2025-12,15.99,23.5,0
2019-05,25.96,53.5,6
2023-08,26.7,192.9,13
2025-08,27.02,195.8,11
2024-12,18.66,62.0,3
2021-09,25.51,147.8,7
2019-09,29.47,122.2,8
2025-06,26.1,156.8,12
2025-06,27.42,141.7,7
2023-01,21.35,34.5,5
2025-11,21.74,55.5,5
2019-01,19.83,36.9,3
2023-04,23.29,13.8,4
2019-04,21.5,62.7,4
2025-07,26.92,179.9,7
2023-10,24.7,80.6,5
2025-05,23.82,63.6,2
2022-12,17.9,70.7,2
2019-07,27.02,202.7,4
2019-03,19.73,45.6,2
2021-05,26.17,58.5,11
2024-03,18.97,13.7,1
2020-01,17.75,25.0,2
2024-12,21.53,25.6,1
2020-09,23.48,119.7,15
2022-06,25.39,137.3,5
2020-06,29.75,177.7,13
2022-04,22.02,60.6,4
2022-02,17.85,56.4,2
2019-01,16.53,8.4,0
2022-12,19.96,70.4,1
2024-07,32.58,197.7,12
2025-07,26.46,172.4,16
2021-04,23.97,39.1,7
2025-02,20.89,6.0,1
2025-02,21.22,0.0,2
2025-12,19.14,32.0,0
2021-08,24.61,171.9,5
2024-12,16.52,7.2,0
2022-12,17.66,59.4,0
2019-05,25.75,60.9,5
2020-11,18.53,38.9,0
2023-09,23.0,110.4,3
2020-02,17.11,40.6,3
2022-01,18.58,0.0,1
2024-06,23.94,131.5,4
2020-01,17.33,25.9,0
2022-06,28.36,206.2,13
2020-07,26.19,205.6,7
2022-10,22.43,50.9,3
2020-09,24.95,156.5,8
2025-10,21.58,62.1,6
2019-07,27.99,192.2,6
2025-09,24.96,134.5,7
2024-07,24.97,219.2,10
2024-12,18.89,35.3,2
2024-12,24.02,42.6,4
2020-04,27.41,40.1,11
2025-07,29.52,237.9,9
2023-02,21.51,8.8,3
2025-09,26.22,132.6,3
2025-02,19.93,9.6,0
2023-01,16.91,22.1,0
2021-08,27.19,125.5,5
2019-10,22.12,86.9,3
2019-09,24.93,100.4,3
2021-09,24.06,154.8,7
2024-09,19.52,141.7,9
2022-07,32.97,170.2,10
2022-05,28.48,105.4,9
2020-09,24.91,177.3,9
2022-12,17.39,21.5,0
2023-06,29.33,132.8,12
2025-11,22.05,66.9,3
2024-02,19.13,59.1,0
2023-04,23.39,18.7,6
2025-05,28.34,108.4,8
2021-12,22.15,23.0,3
2025-07,23.43,188.0,9
2021-08,29.19,196.6,15
2019-11,17.04,57.1,0
2021-12,15.39,43.4,0
2019-11,19.21,40.2,2
2019-10,24.01,100.9,6
2025-03,22.78,23.9,3
2024-07,27.3,210.9,10
2020-07,29.16,195.4,13
2024-11,15.71,78.8,0
2019-06,27.86,150.9,5
2020-12,16.45,29.1,0
2023-12,16.41,42.8,0
2021-02,19.43,10.7,3
2024-02,20.82,33.1,4
2025-02,19.72,8.9,3
2019-06,27.25,150.6,9
2019-03,19.38,27.4,1
2025-07,27.43,159.6,9
2022-08,24.98,164.9,10
2022-07,25.9,184.1,7
2022-03,21.08,26.1,2
2022-01,20.35,0.0,4
2023-10,23.16,81.6,2
2023-01,17.54,83.8,0
2020-02,19.49,65.2,3
2023-05,25.45,79.1,7
2023-09,24.78,160.5,7
2019-10,22.2,69.3,7
2021-08,22.9,172.2,10
2024-07,23.09,187.2,6
2023-04,26.85,51.6,13
2019-12,16.59,43.8,0
2019-04,23.44,38.6,2
2023-01,14.26,5.1,0
2022-03,22.05,27.6,2
2025-09,25.42,174.2,5
2022-08,29.38,151.2,9
2025-07,28.57,144.5,8
2020-07,27.59,196.1,11
2022-02,20.32,32.7,0
2019-12,14.84,44.8,0
2023-01,18.17,18.1,1
2020-04,22.27,26.0,1
2022-06,26.4,108.2,7
2021-05,29.54,104.3,12
2020-04,24.94,30.9,8
2019-09,25.38,143.9,6
2022-08,26.09,126.2,15
2025-08,28.54,193.4,14
2020-05,25.32,110.4,5
2021-11,22.83,76.8,3
2020-07,27.52,169.3,17
2024-08,28.99,159.2,9
2021-11,20.77,55.0,3
2025-10,27.19,89.7,11
2020-09,28.94,131.2,3
2019-07,26.08,191.6,9
2023-01,20.47,45.8,3
2023-07,25.58,183.6,5
2025-12,21.09,19.4,3
2025-02,17.93,57.5,1
2025-03,17.77,36.9,2
2023-06,30.59,134.2,10
2021-07,27.29,187.1,21
2022-01,18.62,25.8,1
2019-12,20.33,56.5,1
2022-01,20.49,64.5,0
2021-07,27.83,198.2,7
2019-04,23.83,49.0,2
2020-06,27.53,163.4,7
2022-09,25.62,120.1,8
2021-08,25.72,119.3,3
2025-12,17.85,17.5,0
2022-05,24.51,81.6,3
2025-09,25.85,150.1,13
2023-08,28.67,176.4,9
2019-04,26.04,39.6,4
2020-06,25.74,143.0,3
2023-12,17.36,30.4,0
2022-10,23.74,89.0,5
2021-02,18.05,19.1,0
2022-08,27.44,162.7,11
2025-04,24.09,51.0,3
2021-09,22.08,150.2,2
2019-04,22.74,30.8,4
2021-03,19.47,25.1,3
2025-07,30.57,203.9,17
2024-04,23.96,42.6,5
2024-11,21.22,52.1,3
2025-05,26.42,26.4,14
2019-10,24.61,42.9,2
2020-12,16.95,43.6,0
2019-06,24.97,147.0,8
